Yesenia Oliver,8,8,4,5,7,6,1,8
Laurie Rios,8,5,1,6,3,7,1,8
Justin Prince,7,4,4,1,2,3,7,2
Gregory Shah,8,9,2,3,8,9,3,6
Jessica Harrison,7,6,9,7,8,5,7,9
Joseph Randolph,3,8,8,1,9,6,5,6
Michael Ramos,9,2,1,7,1,5,9,8
Tracy Anderson,1,1,8,8,3,5,4,6
David Hale,6,3,9,1,2,1,7,1
Taylor King,2,3,5,3,1,6,8,3
Tracy Jackson,6,2,9,9,7,1,6,7
Ryan Wilkinson,8,7,7,3,6,7,2,1
Mrs. Tara Holloway,4,9,8,6,5,4,7,4
Angelica Pham,1,4,4,6,6,7,1,2
Tina Newton,5,7,5,8,1,3,1,3
Pamela Anderson,2,4,6,2,6,6,8,2
Daniel Larson,8,5,2,5,9,2,3,6
Angelica Compton,1,2,7,1,7,1,8,3
Chad Perez,4,3,6,7,6,6,8,2
Phillip Johnson,5,6,4,9,7,7,4,8
Jason Vaughan,5,2,5,4,2,6,7,6
Austin Gutierrez,3,6,2,6,2,3,9,4
George Leonard,4,1,1,6,8,5,8,8
Dorothy Cain,4,6,7,8,3,8,8,4
Theodore Foster,5,6,5,5,7,7,7,1
Valerie Bowen,2,7,1,8,2,8,3,4
David Lopez,9,4,2,6,4,6,9,6
Jamie Rodriguez,5,6,4,9,4,1,4,6
Jessica Ward,9,7,7,5,4,6,2,9
Jeffery Taylor,7,7,2,9,6,7,1,4
Joshua Smith,2,4,6,8,7,8,4,2
Kristen Murphy,7,9,4,4,3,6,3,7
Jason Crane,4,7,6,6,5,4,9,2
Jacqueline Shannon,4,5,1,5,6,7,3,8
Robert Ibarra,2,6,7,6,9,2,2,3
Carrie Mack,9,4,3,4,8,1,6,5
Linda Armstrong,2,6,7,9,1,3,5,2
Jacqueline Kim,8,6,1,1,4,9,3,5
Rebekah Reed,3,4,1,2,9,7,7,5
Tamara Cameron,1,3,2,3,7,5,9,7
Mrs. Tina Green MD,9,4,8,9,2,4,6,3
Gregory Howe,8,9,3,1,9,1,1,5
Robert Martin,6,2,3,6,2,1,2,9
Jeremy Medina,3,2,8,6,2,4,1,5
Joseph Reed,4,6,2,1,6,3,3,4
Sean Calhoun,1,2,2,3,4,8,7,6
Paul Moody,2,5,5,9,8,7,8,5
Rodney Garcia,8,7,7,6,9,5,2,7
Michael Lawrence,1,3,1,4,7,8,6,2
Michelle Daniels,2,7,4,3,2,7,4,2
Wendy Roberts,1,9,9,9,1,1,7,5
Kimberly Wolfe,6,3,8,2,1,6,8,3
John Robinson,5,3,9,6,8,3,6,5
Adrienne Ward,3,9,7,2,8,2,6,8
Alyssa Rogers,7,4,5,5,5,6,2,6
Stephen Brown,1,4,6,2,2,5,9,9
Nancy Hess,3,1,9,8,9,2,6,8
Casey Kent,4,3,5,6,3,1,5,9
Megan Spencer,9,4,2,6,4,8,8,2
Susan Lee,1,3,8,8,6,9,7,3
James Copeland,6,1,1,6,6,9,4,9
Mary Marsh,3,1,4,9,7,1,5,6
Elizabeth Duarte,7,4,1,7,7,3,3,7
Lawrence Ortiz,5,7,1,9,8,1,5,7
Mrs. Amanda Gutierrez,3,5,8,6,2,6,2,5
Madison Barnes,7,6,5,1,6,3,7,9
Nicholas Martinez,8,8,6,1,3,6,8,7
Michelle Reyes,7,2,8,6,9,5,1,6
Edward Anderson,8,7,7,4,6,9,2,1
Michael Martinez,6,7,4,2,7,6,2,2
Robin Daniels,9,1,6,9,5,7,2,8
Crystal Boyd,6,6,4,2,2,8,8,1
Robert Little,3,5,2,9,1,4,9,3
Deborah Ryan,7,6,5,6,8,8,8,8
Mr. Kyle Lyons,2,4,3,9,6,8,3,7
Jacqueline Frost,2,4,4,7,9,5,2,3
Susan Collier,9,7,9,4,8,5,6,3
Melinda Briggs,3,5,6,9,8,8,5,4
Mr. Tyler Lara DDS,5,4,3,4,5,4,3,5
Brandon Soto,5,4,8,8,2,5,1,9
Bailey Hinton,9,5,1,8,7,8,9,3
Ashley Hughes,2,2,5,1,4,8,5,6
Juan Hughes,9,4,6,1,2,2,9,5
Sandra Taylor,2,8,6,3,8,1,6,8
Dustin Scott,6,5,8,9,8,1,9,5
Shelby Brady,2,6,5,9,5,2,8,2
Jason Hill,8,6,5,2,9,8,5,2
Noah Choi,9,6,6,5,3,8,2,7
Nicole Hodges,6,1,7,1,1,2,7,6
William Blair,2,4,2,4,9,4,1,5
Jennifer Melendez,7,5,1,9,9,2,4,1
Joseph Smith,6,1,2,3,7,2,3,7
Karen Duffy,8,9,2,6,6,3,3,2
Tina Riggs,3,4,3,3,7,3,7,1
Dave Bryant,7,1,1,5,5,5,7,7
Erika Johnson MD,3,2,9,9,8,4,7,8
Lance Snyder,7,5,3,4,9,7,2,3
Erin Hardy,9,5,7,2,7,1,2,2
Alexander Carey,4,3,6,1,1,6,8,9
Sarah Powers,6,2,2,6,2,5,5,9
Joshua Guzman,6,1,5,6,6,1,3,1
Jacob Sharp,9,3,5,3,9,5,7,2
Dorothy Moore,3,2,7,5,9,1,4,5
Todd Sanchez III,1,7,4,7,3,1,4,7
Bill Joseph,2,8,7,7,3,7,4,2
Brenda Jensen,2,4,2,3,7,3,9,3
Robert Garrison,6,4,7,7,2,8,6,6
Jessica Norman,8,8,1,6,6,5,4,1
Anthony Nguyen,2,5,1,5,3,4,1,4
Philip Nelson,2,4,3,5,3,2,2,6
Tracey Smith,4,8,7,7,4,2,8,8
George Woodward,8,2,9,5,4,7,4,1
Ann Hart,5,4,9,7,9,3,7,8
Cassandra Reynolds,3,7,7,6,1,6,9,8
David Buchanan,4,4,4,5,8,5,1,2
Amy Lee,2,4,3,1,9,9,4,5
Jay Singleton,6,8,5,8,8,8,5,9
Jesse Reed,4,2,9,8,6,8,4,9
Jennifer Moore,9,4,6,6,5,1,1,7
Paula Mejia,1,7,4,7,2,3,4,4
Dr. Melissa Moore,6,2,6,9,2,7,1,1
Mrs. Jennifer Wells DDS,8,4,9,6,1,4,6,2
Teresa Williamson,5,1,8,2,5,3,7,4
Jeffrey Wilson,7,8,8,3,1,4,6,7
Emily Reyes,1,1,6,8,5,3,1,4
Robert Waters,3,1,7,3,6,6,8,5
Stacie Caldwell,4,9,6,3,6,1,2,8
Tina Moore,2,5,2,9,5,4,6,5
Heather Jenkins,1,4,2,8,6,9,2,8
Shannon Obrien,3,2,6,2,4,1,3,2
Evan Padilla,3,3,1,9,5,2,3,6
Willie Gutierrez,4,3,2,1,1,5,1,7
Christopher Gray,2,8,4,2,2,8,6,3
Alyssa Livingston,7,2,9,7,5,2,3,8
Teresa Rosario,4,6,5,8,6,9,5,5
Tracy Garza,5,7,1,2,2,1,3,9
Lisa Martin,6,4,8,9,8,5,4,9
Matthew Perez,4,8,3,7,3,8,5,9
Kristina Harper,8,5,4,7,3,9,9,9
Meghan Maynard,6,3,3,9,6,9,9,5
Fernando Williams,8,3,9,2,6,8,3,8
Luke Santiago,7,7,3,8,1,7,6,9
Brittany Valencia,3,2,7,6,7,3,3,4
Tommy Bird,3,5,9,1,7,6,1,9
Laurie Bates,1,3,8,6,8,8,7,6
Shannon Johnson,7,5,3,1,7,7,3,6
Tyler Sherman,7,8,2,7,5,7,5,6
Laura Farrell,4,7,5,6,1,1,5,2
Zachary David,2,8,4,2,3,9,6,2
Michelle Nelson,5,4,7,9,4,5,9,3
Michael Perry,6,7,3,1,6,5,3,1
Courtney Dalton,5,4,9,9,3,2,3,1
Jose Parker,7,9,3,2,9,3,2,8
Elaine Jacobs,1,8,7,5,5,2,9,6
James Shields,3,7,4,9,1,2,5,9
Jeffrey Jenkins,8,5,2,7,4,1,7,6
David Orr,5,8,9,8,2,3,6,8
Kristen Hancock,6,2,7,3,7,7,6,6
Deborah Ochoa,3,4,9,3,9,5,3,6
Danielle Hall DDS,3,7,1,7,9,2,8,9
Dr. Jennifer Cohen MD,5,5,2,4,9,5,1,3
Vicki Mosley,8,5,8,3,4,5,2,7
Charles Henderson,7,2,5,3,2,4,5,9
Phillip Ramos,4,1,3,4,1,6,6,8
Johnathan Harris,7,9,6,5,1,2,2,8
Steven Ramsey,9,4,9,7,4,2,6,3
Theodore Gibson,1,8,8,6,7,7,1,9
Jose Mccarty,2,8,9,4,6,9,3,6
Christopher Rice,5,4,7,4,7,2,1,5
April Simon,7,9,7,8,3,8,9,5
Douglas Wallace,5,7,7,4,1,3,7,7
Christine Robinson,5,8,9,2,2,5,9,2
Daniel Trujillo,1,2,2,2,2,3,2,3
Kenneth Martin,3,6,9,2,6,8,6,7
Elizabeth Howe,2,8,1,8,6,5,1,6
Stephanie Davis,6,7,4,3,6,1,8,4
Jordan Adams,6,6,2,1,2,6,4,6
Daniel Reyes,2,7,6,7,9,4,1,9
Kayla Banks,9,7,3,4,9,2,1,7
Mrs. Donna Price,6,3,1,1,6,7,3,5
Sierra Huber,7,8,9,2,1,3,1,9
Jay Moore,6,9,8,4,3,3,6,9
Heather Fletcher,3,4,6,4,1,7,4,4
Laurie Cox,5,7,4,9,8,2,9,7
Timothy Mcdaniel,3,9,8,2,7,9,7,7
Joshua Young,7,1,8,6,6,4,2,8
Matthew Daniel,9,1,8,4,1,5,3,6
Rebecca Sellers,4,3,4,8,3,9,3,1
John Martin,8,5,4,8,2,5,7,8
Jeremy Marshall,2,7,1,9,6,7,2,3
Dawn Warner,8,7,1,3,2,7,7,4
Christian Gonzalez,3,6,7,8,1,6,8,9
Samantha Ward,4,2,3,1,2,7,6,9
Rachel Knight,9,7,5,5,4,3,4,5
Michael Collier,7,1,1,8,3,8,8,3
Kelly Austin,6,5,6,4,4,4,7,3
Andrew Tucker,7,2,2,2,2,8,5,3
Lorraine Bridges,2,8,5,1,5,3,8,7
Dale Patterson,1,4,4,3,5,6,3,3
Raymond Hicks,6,8,7,7,9,7,5,2
Jillian Lewis,6,3,9,1,7,1,5,9
Tanner Moore,9,7,2,9,1,6,6,9
Rebecca Lambert,7,9,1,4,8,7,2,8
Nicole Lee,4,5,6,7,6,2,9,2
Lawrence Anderson,2,3,2,2,8,2,2,4
Laura Miller,6,4,5,9,1,9,2,9
Sharon Watson,4,8,5,5,8,9,7,6
Aaron Park,6,3,5,8,6,4,1,6
Natalie Paul,9,8,4,8,9,5,8,5
Sharon Harris,5,1,8,8,5,4,9,6
Gregory Richardson,4,6,7,5,5,3,4,8
Richard Thompson,1,8,8,9,9,8,7,2
James Young,5,1,4,5,9,3,2,6
Laura Hall,5,4,8,4,8,2,8,5
Julie Smith,3,9,2,2,2,9,8,6
Jason Vazquez,8,6,8,9,4,5,6,4
Nicolas Warner,1,8,2,2,3,8,8,3
Deborah Quinn,9,9,3,6,9,2,3,9
Manuel Campbell,1,2,2,3,9,5,7,7
Rebecca Bryan,4,6,4,8,1,4,9,2
Chris Hernandez,8,6,1,2,6,6,7,8
Anthony Robinson,1,8,5,3,9,5,9,6
Paul Bryant,1,9,2,3,7,1,9,2
Michelle Allen,4,4,9,1,9,6,7,5
Richard Vasquez,6,2,2,3,1,1,2,1
Dr. Michael Hickman,1,1,2,4,9,3,6,3
Angela Brown,5,7,2,8,2,7,1,1
Rachel Thompson,5,9,5,6,2,3,1,9
Samuel Smith,2,9,9,1,8,6,2,4
Donna Williams,1,9,7,9,1,7,7,1
Gregory Powell,9,7,2,5,1,8,6,8
Melissa Kidd,4,7,6,7,8,2,1,2
Justin Douglas,2,5,5,2,5,8,2,3
Kim Roberts,7,3,9,6,3,4,6,9
William Andrews,5,7,7,5,7,8,2,9
James Romero,8,2,2,3,6,1,3,6
Jennifer Morrison,9,7,7,4,2,8,5,7
Kelsey Monroe,7,9,8,4,9,4,2,2
Barbara Hammond,5,1,6,4,4,1,9,1
Robert Stone,5,5,1,5,6,8,4,4
Eric Burton,4,6,4,4,5,9,1,1
Chase Fields,6,2,7,2,9,3,7,4
Tammy Cantrell,2,9,9,2,4,2,3,9
Matthew Perkins,5,1,9,3,1,7,1,4
Steven Reed,5,3,6,1,8,5,7,4
Kevin Mosley,4,1,9,8,8,6,5,6
Jacob White,9,2,1,5,1,6,6,6
Ryan Riley,8,3,7,2,2,3,8,5
Kathryn Reed,1,9,8,7,8,1,1,6
Jeremy Lopez DVM,8,9,5,8,2,5,4,3
Brian Wiley,3,7,1,3,1,5,8,6
Dr. Raymond Osborne DDS,4,1,2,3,8,8,8,9
Heather Rivera,6,6,5,6,4,9,8,2
Kimberly Mcknight,6,9,5,6,6,3,7,5
Carl Choi,6,4,3,6,5,9,6,3
Brandon Barrera,2,6,1,5,3,5,7,4
Patricia Charles,3,4,1,2,2,8,5,9
Jesus Collins,2,7,3,4,3,9,9,1
Kristen Chen,5,3,2,4,8,6,8,7
Daniel Sanders,8,8,7,2,7,5,2,9
Mary Cross,6,7,9,5,7,3,3,8
Julie Williams,3,5,3,7,5,5,8,9
Valerie Barnes,2,4,8,3,7,5,7,4
Jose Page,5,9,1,1,9,5,8,3
Lawrence Williams,9,3,7,7,7,8,5,3
Kimberly Jackson,8,5,9,9,5,2,7,8
Tonya Owens,7,8,8,7,5,5,2,2
Joshua Carter,2,9,3,6,9,1,8,4
Jonathan Maldonado,2,9,5,1,1,5,6,3
Victoria Gonzalez,5,8,1,3,9,9,6,6
Andrew Rose,1,8,9,8,4,2,7,2
Charlene Jones,7,5,1,1,8,5,6,6
Robin Powell,9,7,7,7,6,4,7,6
Lacey Scott,8,4,3,2,8,8,7,1
Kenneth Jones,2,7,8,8,7,2,2,9
Christine Chavez,5,9,3,5,5,5,9,2
Willie Barr,7,3,4,6,9,7,5,1
Steven Yang,8,1,9,7,9,8,6,2
Marissa Stewart,5,2,8,5,4,4,3,8
Mariah Dalton,7,9,8,8,9,5,9,5
Caleb Saunders,6,9,6,8,2,8,6,7
Wendy Singh,6,2,3,9,8,4,5,6
Matthew Jacobs,9,7,9,4,9,8,5,2
Jesse Barnett PhD,6,2,6,5,9,9,7,3
Curtis Nguyen,6,2,7,2,5,7,1,3
Mr. Paul Smith Jr.,9,6,5,7,3,2,3,1
Casey Fields,1,4,2,7,1,2,7,2
Johnny Trujillo,3,1,3,7,5,1,6,1
David Adams,2,3,8,8,1,5,1,9
Christopher Williams,1,8,7,3,7,5,9,5
Renee Frazier,8,1,7,7,8,9,9,7
Craig Foster,4,6,1,4,4,6,7,4
Tami Williams DVM,6,5,5,5,8,5,7,9
Tommy Mendez,8,2,2,8,3,5,5,2
David Fisher,4,5,4,3,5,5,2,2
Jason Vasquez,3,8,4,6,9,5,1,4
Christian Wong,5,2,9,9,2,4,4,5
Cassidy Davis,4,7,1,9,1,9,4,1
Jacob Lambert,5,4,1,9,5,9,4,9
Tamara Harrell,4,8,4,3,2,4,4,1
Kim David,5,4,2,5,1,6,2,7
Raven Hicks,3,5,3,6,7,7,3,7
Kevin Meyers,1,8,9,5,5,9,8,3
Lisa Keller,3,9,2,1,2,3,4,2
Russell Jones,5,6,3,3,1,7,1,5
Raymond Smith,4,9,8,4,7,7,3,4
Jody Greene,2,7,8,6,7,2,8,6
Chad Cantu,8,5,4,1,8,8,5,8
Michael Guzman,7,6,8,4,7,9,5,2
Bruce Bailey,9,1,9,3,4,7,4,7
Brian Downs,5,1,8,7,1,9,6,7
John Williamson,3,6,6,7,6,9,7,3
Kendra Martinez,5,6,2,1,2,4,3,4
Robin Grant,4,9,9,9,8,6,7,5
Patricia Baker,6,1,8,8,4,4,3,3
Amber Silva,7,1,2,8,9,9,5,7
Adam Galloway,5,7,2,2,7,5,5,4
Kathryn Lewis,2,9,9,1,5,5,7,4
Alex Herman,6,5,2,8,5,2,5,6
Angela Noble,2,3,1,1,1,9,7,6
Jaime Bell,9,5,6,1,1,4,8,9
Robin Johnson,6,8,4,1,2,8,2,7
Wayne Guzman,9,6,7,8,2,2,8,5
Angel Clay,1,6,3,3,3,4,7,5
Keith Martin,5,1,4,7,2,8,1,8
Sandra Dawson,3,5,7,1,4,1,5,1
Dana Ochoa,7,6,6,5,5,7,2,2
Christina Moore,8,6,2,4,6,3,1,1
Kimberly Gonzalez,7,2,1,4,2,6,4,7
Larry Stone,6,6,9,5,8,5,6,5
Mr. Michael Wright,1,9,1,3,5,2,7,9
James Macias,2,3,7,5,1,4,1,9
Alan Taylor,9,4,7,2,7,6,9,1
Caleb Moore,6,6,7,3,2,7,8,8
Timothy Coleman,1,7,2,9,3,3,8,9
David Gibson,9,7,2,3,9,6,1,5
Marcus Green,7,9,9,2,4,9,1,6
Dustin Church,1,2,8,6,5,6,8,1
Miguel Zhang,7,5,5,8,9,1,8,4
Lawrence Marquez,2,4,5,4,2,4,7,6
April Scott,9,4,6,4,3,6,2,2
Amy Burke,1,6,1,1,4,9,4,7
Anthony Allen,5,7,3,9,8,8,1,4
Ashley Little,7,6,7,3,7,5,6,7
Donna Johnson MD,6,6,6,9,8,9,6,8
Kristin Jones,7,9,7,7,6,5,3,7
Rebecca Hunter,7,8,8,1,7,5,8,9
Tara Miller,6,5,6,5,7,4,6,6
Jeffrey Dillon,6,6,9,4,8,9,8,9
Matthew Freeman,2,2,2,9,4,8,3,2
Scott Ortiz DVM,3,6,3,6,1,8,7,4
Donna Bennett,5,8,8,6,9,3,8,5
Stephanie Peterson,8,7,7,3,6,7,2,8
Melissa Solis PhD,3,7,3,3,5,2,1,1
Victoria Soto,5,1,1,8,2,2,7,7
Dr. Justin White DVM,9,4,8,4,7,4,9,6
Hayden Ballard,4,6,1,5,9,4,5,5
Jennifer Rodriguez,6,6,9,6,6,4,9,3
Michelle Lang,1,8,8,3,5,8,6,6
Erica Smith,3,7,9,6,7,5,9,4
Bianca Randolph,7,4,3,3,4,2,2,8
Brenda Reilly,4,9,2,7,7,2,7,3
Chloe Torres,8,4,3,8,4,9,3,8
Latoya Park,5,7,1,5,7,7,1,1
Lisa Thomas,8,5,8,7,5,9,9,5
Carly Wiley,1,3,2,5,5,8,5,5
Amy Jacobs,8,8,7,2,2,4,8,6
Melanie Martinez,1,1,2,5,2,8,6,5
Terry Griffin,8,5,7,5,7,5,3,4
Grace Clark,1,4,6,2,5,8,3,1
Kristina Sampson,5,7,7,5,6,5,4,5
Angela Burns,1,7,6,3,7,7,3,5
Barbara Patton,7,6,4,5,2,7,5,9
Sheila Mejia,3,4,8,3,7,2,9,3
Amanda Frederick,5,2,3,4,3,9,5,1
Shane Young,1,4,2,2,1,4,8,5
Pamela Jones,7,5,3,6,2,9,7,3
Andrea Ray,7,6,5,9,2,9,5,4
Rose Mccullough,5,1,8,8,9,1,5,1
Carrie Brown,1,4,1,3,7,7,6,5
Paul Olsen,9,6,4,6,4,2,5,5
Carl Kent,4,4,3,9,8,7,6,7
Elizabeth Waters,3,9,9,8,5,5,5,4
Kristopher Thomas,6,5,6,3,3,4,5,2
Roberto Poole,9,3,5,9,3,4,7,9
Nicole Moreno,8,2,4,2,5,9,5,8
Linda Rodriguez,7,5,5,7,7,6,8,4
Jodi Richardson,7,4,6,5,9,4,6,7
Heather Grimes,7,1,5,7,1,6,5,5
Allen Alvarado,2,7,1,2,9,8,9,8
Elizabeth Beasley,1,8,5,8,3,5,3,3
Kaitlyn Williams,7,8,1,9,9,1,5,4
Victoria Flores,8,8,7,7,1,9,6,2
James Smith,8,6,9,6,5,5,2,4
Anna Mercado,9,5,3,8,1,1,7,8
Corey Conner,9,6,5,8,7,2,3,1
Michael Nelson,2,5,5,7,8,9,6,6
Jennifer Snyder,5,9,1,8,8,5,2,1
Melissa Martinez,2,1,4,7,2,9,7,9
Sean Parker,9,4,1,7,2,3,8,4
Caleb Hughes,5,9,6,7,5,6,5,7
Patricia Hopkins,8,3,6,9,4,7,1,6
Emily Romero,7,7,2,7,1,8,4,6
Danielle Carlson,4,6,2,1,6,3,3,7
Amber Young,2,2,5,2,2,1,5,2
Alex Warren,7,8,1,4,4,9,6,2
Penny Stevens,9,2,2,1,3,2,3,7
Omar Jarvis,4,8,1,6,3,8,5,3
Heather Foster,6,9,5,2,8,7,4,2
Natalie Torres,6,6,8,4,3,7,5,8
Carlos Vincent,7,6,9,5,5,1,5,5
Carol Cooley,9,9,3,1,9,5,7,2
Megan Ferguson,4,2,1,5,5,6,6,3
Larry Powell,8,3,4,3,3,5,7,1
Ryan Rodriguez,7,5,5,4,6,8,3,4
Sara Blackburn,5,9,2,5,5,1,7,7
Colleen Merritt,8,6,6,8,6,4,2,9
Toni Brown,9,8,9,6,7,7,8,8
Kristopher Freeman,9,6,7,8,4,2,1,4
Jessica Robinson,4,9,2,4,7,3,6,2
Michael Booker,4,6,5,5,2,7,2,3
Jonathan Green,8,5,2,2,6,8,4,5
Brian Vasquez,6,2,1,1,9,6,9,2
Ms. Laura Hughes,5,8,6,9,6,4,4,9
Richard Chandler,4,8,5,1,6,9,1,8
Carmen Grant,1,6,4,6,8,9,2,1
Gregory Waters,2,7,9,8,2,6,6,4
Veronica Hill,5,1,4,9,1,7,1,2
Bryan Cardenas,6,5,5,1,4,8,6,8
Sheena Ruiz,2,4,2,2,3,1,5,2
Frank Martin,4,8,9,8,7,1,8,5
Brittany Jenkins,4,5,9,7,9,4,3,4
Monica Hunt,7,8,4,4,9,5,6,8
Joy Holloway,8,6,3,1,2,1,4,6
Robert Simmons,4,6,9,2,5,3,1,7
Christopher Mccoy,9,5,4,4,9,6,3,4
Michael Walker,4,4,6,4,2,5,8,1
Todd Wilson,4,1,6,5,6,6,8,3
Evan Pearson,4,1,3,9,9,7,2,3
Gary Fox,7,1,9,9,6,4,1,7
Amanda Mendez,7,7,3,2,3,3,5,6
Courtney Mcintosh,7,2,7,1,5,4,5,8
Jennifer Wyatt,5,8,6,8,1,3,1,2
Alexis Young,3,9,7,3,7,4,6,3
Christine Goodman,3,9,1,2,4,4,6,2
Shannon Chase,3,2,6,5,8,3,1,5
Keith Stanley,3,1,1,9,4,6,2,5
Joel Clark,2,4,2,4,2,6,5,6
Gina Hill,4,4,5,1,3,5,4,1
Jose Rubio,8,9,6,6,1,5,2,2
Latoya Hughes,9,6,3,1,2,3,3,2
Anthony Brown,4,2,3,2,2,4,1,4
Nicole Romero,3,8,3,8,2,7,5,5
